"graph","embedder","pk_ratio","name"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","node2vec",0.322,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","node2vec",0.346,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_7","struc2vec",0.364,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_18","struc2vec",0.3,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_24","struc2vec",0.376,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_25","struc2vec",0.34,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_13","struc2vec",0.352,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_46","struc2vec",0.336,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_22","struc2vec",0.388,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_49","struc2vec",0.368,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_0","struc2vec",0.318,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_5","struc2vec",0.328,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_8","struc2vec",0.4,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_12","struc2vec",0.372,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_23","struc2vec",0.374,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_2","struc2vec",0.336,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_16","struc2vec",0.398,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_31","struc2vec",0.376,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_44","struc2vec",0.362,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_43","struc2vec",0.368,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_29","struc2vec",0.332,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_38","struc2vec",0.376,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_14","struc2vec",0.352,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_35","struc2vec",0.368,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_39","struc2vec",0.356,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_26","struc2vec",0.356,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_32","struc2vec",0.374,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_37","struc2vec",0.36,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_19","struc2vec",0.352,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_20","struc2vec",0.362,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_47","struc2vec",0.362,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_42","struc2vec",0.328,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_28","struc2vec",0.352,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_34","struc2vec",0.3,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_27","struc2vec",0.382,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_48","struc2vec",0.29,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_4","struc2vec",0.326,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_36","struc2vec",0.316222222222222,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_45","struc2vec",0.354,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_41","struc2vec",0.354,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_1","struc2vec",0.34,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_17","struc2vec",0.372,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_21","struc2vec",0.382,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_10","struc2vec",0.37,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_30","struc2vec",0.302,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_40","struc2vec",0.32,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_6","struc2vec",0.348,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_15","struc2vec",0.33,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_11","struc2vec",0.368,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_9","struc2vec",0.366,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","struc2vec",0.346,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","struc2vec",0.362,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_7","verse",0.978,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_18","verse",0.986,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_25","verse",0.986,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_24","verse",0.974,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_13","verse",0.97,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_22","verse",0.96,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_49","verse",0.968,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_46","verse",0.968,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_0","verse",0.968,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_5","verse",0.97,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_23","verse",0.968,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_12","verse",0.98,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_8","verse",0.978,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_2","verse",0.984,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_31","verse",0.976,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_44","verse",0.964,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_16","verse",0.974,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_43","verse",0.97,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_38","verse",0.978,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_29","verse",0.986,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_14","verse",0.972,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_26","verse",0.966,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_35","verse",0.98,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_39","verse",0.98,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_32","verse",0.976,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_19","verse",0.978,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_20","verse",0.98,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_37","verse",0.97,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_47","verse",0.97,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_42","verse",0.984,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_28","verse",0.982,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_34","verse",0.984,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_27","verse",0.97,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_48","verse",0.988,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_36","verse",0.975777777777778,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_4","verse",0.962,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_45","verse",0.996,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_17","verse",0.984,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_41","verse",0.98,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_1","verse",0.972,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_21","verse",0.98,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_10","verse",0.98,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_6","verse",0.972,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_30","verse",0.97,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_40","verse",0.948,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_11","verse",0.972,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_15","verse",0.976,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_9","verse",0.982,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","verse",0.986,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","verse",0.978,"90-10"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","spring",0.684,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","spring",0.674,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","spring",0.646,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","spring",0.658,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","spring",0.626,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","spring",0.644,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","spring",0.674,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","spring",0.668,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","spring",0.684,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","spring",0.634,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","spring",0.614,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","spring",0.63,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","spring",0.714,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","spring",0.684,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","spring",0.672,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","spring",0.66,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","spring",0.632,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","spring",0.682,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","spring",0.65,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","spring",0.592,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","spring",0.604,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","spring",0.69,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","spring",0.682,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","spring",0.742,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","spring",0.622,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","spring",0.66,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","spring",0.642,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","spring",0.678,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","spring",0.722,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","spring",0.708,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","spring",0.63,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","spring",0.664,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","spring",0.678,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","spring",0.692,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","spring",0.638,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","spring",0.686,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","spring",0.678,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","spring",0.698,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","spring",0.616,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","spring",0.684,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","spring",0.604,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","spring",0.698,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","spring",0.66,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","spring",0.694,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","spring",0.678,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","spring",0.658,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","spring",0.66,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","spring",0.656,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","spring",0.614,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","spring",0.66,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","node2vec",0.514,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","node2vec",0.552,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","node2vec",0.514,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","node2vec",0.486,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","node2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","node2vec",0.464,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","node2vec",0.52,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","node2vec",0.544,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","node2vec",0.454,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","node2vec",0.448,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","node2vec",0.48,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","node2vec",0.456,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","node2vec",0.508,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","node2vec",0.446,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","node2vec",0.438,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","node2vec",0.468,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","node2vec",0.438,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","node2vec",0.468,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","node2vec",0.474,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","node2vec",0.462,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","node2vec",0.48,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","node2vec",0.444,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","node2vec",0.466,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","node2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","node2vec",0.478,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","node2vec",0.528,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","node2vec",0.46,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","node2vec",0.482,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","node2vec",0.522,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","node2vec",0.464,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","node2vec",0.454,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","node2vec",0.516,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","node2vec",0.458,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","node2vec",0.518,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","node2vec",0.458,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","node2vec",0.468,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","node2vec",0.436,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","node2vec",0.538,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","node2vec",0.514,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","node2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","node2vec",0.416,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","node2vec",0.442,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","node2vec",0.486,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","node2vec",0.474,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","node2vec",0.486,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","node2vec",0.402,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","node2vec",0.456,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","node2vec",0.44,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","node2vec",0.492,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","node2vec",0.448,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","struc2vec",0.482,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","struc2vec",0.478,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","struc2vec",0.474,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","struc2vec",0.47,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","struc2vec",0.468,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","struc2vec",0.468,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","struc2vec",0.52,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","struc2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","struc2vec",0.512,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","struc2vec",0.47,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","struc2vec",0.448,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","struc2vec",0.446,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","struc2vec",0.472,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","struc2vec",0.492,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","struc2vec",0.466,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","struc2vec",0.5,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","struc2vec",0.452,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","struc2vec",0.424,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","struc2vec",0.438,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","struc2vec",0.458,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","struc2vec",0.478,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","struc2vec",0.45,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","struc2vec",0.476,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","struc2vec",0.478,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","struc2vec",0.528,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","struc2vec",0.494,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","struc2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","struc2vec",0.45,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","struc2vec",0.52,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","struc2vec",0.502,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","struc2vec",0.5,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","struc2vec",0.466,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","struc2vec",0.498,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","struc2vec",0.47,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","struc2vec",0.454,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","struc2vec",0.478,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","struc2vec",0.456,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","struc2vec",0.512,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","struc2vec",0.448,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","struc2vec",0.424,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","struc2vec",0.422,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","struc2vec",0.506,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","struc2vec",0.44,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","struc2vec",0.508,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","struc2vec",0.5,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","struc2vec",0.462,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","struc2vec",0.536,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","struc2vec",0.466,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","struc2vec",0.496,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","struc2vec",0.428,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","verse",0.96,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","verse",0.956,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","verse",0.914,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","verse",0.922,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","verse",0.946,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","verse",0.98,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","verse",0.944,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","verse",0.946,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","verse",0.94,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","verse",0.95,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","verse",0.95,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","verse",0.928,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","verse",0.97,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","verse",0.948,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","verse",0.916,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","verse",0.934,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","verse",0.918,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","verse",0.93,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","verse",0.98,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","verse",0.946,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","verse",0.906,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","verse",0.956,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","verse",0.954,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","verse",0.936,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","verse",0.932,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","verse",0.918,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","verse",0.942,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","verse",0.934,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","verse",0.948,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","verse",0.94,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","verse",0.924,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","verse",0.934,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","verse",0.938,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","verse",0.936,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","verse",0.954,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","verse",0.954,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","verse",0.928,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","verse",0.944,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","verse",0.92,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","verse",0.918,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","verse",0.948,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","verse",0.962,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","verse",0.974,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","verse",0.94,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","verse",0.926,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","verse",0.95,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","verse",0.946,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","verse",0.956,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","verse",0.954,"80-20"
