"graph","embedder","pk_ratio","name"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","verse",0.944,"80-20"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_7","spring",0.704,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_18","spring",0.658,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_25","spring",0.712,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_24","spring",0.694,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_13","spring",0.692,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_22","spring",0.704,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_46","spring",0.664,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_49","spring",0.658,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_8","spring",0.666,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_5","spring",0.694,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_0","spring",0.722,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_12","spring",0.718,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_2","spring",0.682,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_23","spring",0.704,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_31","spring",0.672,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_16","spring",0.692,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_44","spring",0.708,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_43","spring",0.712,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_29","spring",0.688,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_38","spring",0.7,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_14","spring",0.734,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_26","spring",0.676,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","spring",0.736,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","spring",0.738,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","spring",0.616,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","spring",0.662,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","spring",0.694,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","spring",0.732,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","spring",0.68,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","spring",0.702,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","spring",0.728,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","spring",0.708,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","spring",0.678,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","spring",0.742,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","spring",0.708,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","spring",0.734,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","spring",0.686,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","spring",0.698,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","spring",0.694,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","spring",0.68,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","spring",0.782,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","spring",0.698,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","spring",0.692,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","spring",0.68,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","spring",0.714,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","spring",0.688,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","spring",0.684,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","spring",0.732,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","spring",0.676,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","spring",0.732,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_7","node2vec",0.594,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_18","node2vec",0.538,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_25","node2vec",0.592,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_13","node2vec",0.558,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_24","node2vec",0.572,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_22","node2vec",0.574,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_49","node2vec",0.528,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_0","node2vec",0.548,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_46","node2vec",0.58,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_5","node2vec",0.538,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_8","node2vec",0.582,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_23","node2vec",0.57,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_12","node2vec",0.622,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_2","node2vec",0.566,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_16","node2vec",0.564,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_31","node2vec",0.566,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_44","node2vec",0.59,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_43","node2vec",0.572,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_38","node2vec",0.524,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_29","node2vec",0.588,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_14","node2vec",0.556,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_26","node2vec",0.562,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","node2vec",0.576,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","node2vec",0.608,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","node2vec",0.592,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","node2vec",0.586,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","node2vec",0.604,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","node2vec",0.574,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","node2vec",0.618,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","node2vec",0.576,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","node2vec",0.596,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","node2vec",0.54,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","node2vec",0.528,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","node2vec",0.58,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","node2vec",0.558,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","node2vec",0.588,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","node2vec",0.562,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","node2vec",0.574,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","node2vec",0.562,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","node2vec",0.574,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","node2vec",0.572,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","node2vec",0.584,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","node2vec",0.556,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","node2vec",0.564,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","node2vec",0.596,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","node2vec",0.544,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","node2vec",0.552,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","node2vec",0.576,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","node2vec",0.606,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","node2vec",0.59,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_18","struc2vec",0.584,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_7","struc2vec",0.55,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_25","struc2vec",0.604,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_13","struc2vec",0.588,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_24","struc2vec",0.584,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_22","struc2vec",0.59,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_46","struc2vec",0.554,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_0","struc2vec",0.606,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_5","struc2vec",0.534,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_49","struc2vec",0.56,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_8","struc2vec",0.58,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_12","struc2vec",0.576,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_23","struc2vec",0.61,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_2","struc2vec",0.594,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_31","struc2vec",0.614,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_16","struc2vec",0.588,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_43","struc2vec",0.576,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_44","struc2vec",0.618,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_29","struc2vec",0.574,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_38","struc2vec",0.554,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_14","struc2vec",0.584,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_26","struc2vec",0.544,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","struc2vec",0.6,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","struc2vec",0.59,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","struc2vec",0.59,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","struc2vec",0.616,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","struc2vec",0.548,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","struc2vec",0.572,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","struc2vec",0.586,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","struc2vec",0.584,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","struc2vec",0.586,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","struc2vec",0.53,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","struc2vec",0.542,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","struc2vec",0.572,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","struc2vec",0.576,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","struc2vec",0.556,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","struc2vec",0.574,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","struc2vec",0.6,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","struc2vec",0.586,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","struc2vec",0.596,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","struc2vec",0.576,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","struc2vec",0.566,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","struc2vec",0.538,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","struc2vec",0.582,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","struc2vec",0.536,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","struc2vec",0.57,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","struc2vec",0.564,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","struc2vec",0.542,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","struc2vec",0.626,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","struc2vec",0.588,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_7","verse",0.912,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_18","verse",0.916,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_25","verse",0.928,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_24","verse",0.902,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_22","verse",0.944,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_13","verse",0.938,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_46","verse",0.89,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_49","verse",0.922,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_0","verse",0.946,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_5","verse",0.914,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_8","verse",0.932,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_12","verse",0.924,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_23","verse",0.924,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_2","verse",0.942,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_31","verse",0.928,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_16","verse",0.924,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_44","verse",0.936,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_43","verse",0.94,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_29","verse",0.924,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_38","verse",0.938,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_14","verse",0.986,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_26","verse",0.932,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","verse",0.924,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","verse",0.922,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","verse",0.946,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","verse",0.926,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","verse",0.908,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","verse",0.972,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","verse",0.948,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","verse",0.918,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","verse",0.932,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","verse",0.96,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","verse",0.93,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","verse",0.936,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","verse",0.924,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","verse",0.942,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","verse",0.918,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","verse",0.916,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","verse",0.94,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","verse",0.936,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","verse",0.922,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","verse",0.888,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","verse",0.966,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","verse",0.962,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","verse",0.93,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","verse",0.934,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","verse",0.932,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","verse",0.922,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","verse",0.932,"70-30"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","spring",0.77,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","spring",0.778,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","spring",0.716,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","spring",0.796,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","spring",0.76,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","spring",0.758,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","spring",0.776,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","spring",0.784,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","spring",0.788,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","spring",0.762,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","spring",0.72,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","spring",0.758,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","spring",0.74,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","spring",0.776,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","spring",0.746,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","spring",0.744,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","spring",0.726,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","spring",0.774,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","spring",0.78,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","spring",0.778,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","spring",0.772,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","spring",0.768,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","spring",0.776,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","spring",0.772,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","spring",0.764,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","spring",0.762,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","spring",0.712,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","spring",0.776,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","spring",0.69,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","spring",0.776,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","spring",0.724,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","spring",0.76,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","spring",0.772,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","spring",0.748,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","spring",0.79,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","spring",0.774,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","spring",0.764,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","spring",0.77,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","spring",0.764,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","spring",0.792,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","spring",0.778,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","spring",0.77,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","spring",0.704,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","spring",0.75,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","spring",0.768,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","spring",0.754,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","spring",0.77,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","spring",0.722,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","spring",0.788,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","node2vec",0.632,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","node2vec",0.678,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","node2vec",0.634,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","node2vec",0.674,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","node2vec",0.736,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","node2vec",0.66,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","node2vec",0.69,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","node2vec",0.666,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","node2vec",0.702,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","node2vec",0.636,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","node2vec",0.662,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","node2vec",0.646,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","node2vec",0.634,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","node2vec",0.662,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","node2vec",0.634,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","node2vec",0.676,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","node2vec",0.646,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","node2vec",0.674,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","node2vec",0.624,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","node2vec",0.688,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","node2vec",0.676,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","node2vec",0.658,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","node2vec",0.668,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","node2vec",0.652,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","node2vec",0.644,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","node2vec",0.69,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","node2vec",0.636,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","node2vec",0.626,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","node2vec",0.738,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","node2vec",0.658,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","node2vec",0.662,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","node2vec",0.65,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","node2vec",0.678,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","node2vec",0.728,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","node2vec",0.684,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","node2vec",0.658,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","node2vec",0.686,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","node2vec",0.642,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","node2vec",0.664,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","node2vec",0.686,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","node2vec",0.682,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","node2vec",0.636,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","node2vec",0.648,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","node2vec",0.648,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","node2vec",0.628,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","node2vec",0.672,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","node2vec",0.634,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","node2vec",0.706,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","node2vec",0.66,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","node2vec",0.63,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","struc2vec",0.694,"60-40"
