"graph","embedder","pk_ratio","ratio"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","verse",0.8,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","verse",0.8,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","verse",1,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","verse",0.9,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","verse",0.8,"70-30"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","spring",1,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","spring",0.4,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","spring",1,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","spring",0.5,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","spring",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","spring",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","spring",0.5,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","spring",1,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","spring",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","spring",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","node2vec",0.3,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","node2vec",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","node2vec",1,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","node2vec",0.5,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","node2vec",0.4,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","node2vec",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","node2vec",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","node2vec",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","node2vec",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","node2vec",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","node2vec",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","node2vec",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","node2vec",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","node2vec",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","node2vec",0.5,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","node2vec",0.4,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","node2vec",0.5,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","node2vec",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","node2vec",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","node2vec",0.5,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","node2vec",0.6,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","node2vec",0.5,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","node2vec",0.8,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","node2vec",0.4,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","node2vec",0.9,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","node2vec",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","node2vec",0.6,"60-40"
