edgelist,group,embedder,similarity_metric,type,value
input_data/geometric_graphs/graph_sample_25,geometric_graphs,spring,None,time,0.1187376976013183
input_data/geometric_graphs/graph_sample_25,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9674206349206348
input_data/geometric_graphs/graph_sample_23,geometric_graphs,spring,EuclidianDistance,f_score,0.8598130841121495
input_data/geometric_graphs/graph_sample_23,geometric_graphs,spring,None,time,0.1155009269714355
input_data/geometric_graphs/graph_sample_23,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.8808888888888888
input_data/geometric_graphs/graph_sample_24,geometric_graphs,spring,EuclidianDistance,f_score,0.9156118143459916
input_data/geometric_graphs/graph_sample_24,geometric_graphs,spring,None,time,0.1605544090270996
input_data/geometric_graphs/graph_sample_24,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9600396825396824
input_data/geometric_graphs/graph_sample_30,geometric_graphs,spring,EuclidianDistance,f_score,0.9291784702549576
input_data/geometric_graphs/graph_sample_30,geometric_graphs,spring,None,time,0.157881498336792
input_data/geometric_graphs/graph_sample_30,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9671904761904762
input_data/geometric_graphs/graph_sample_21,geometric_graphs,spring,EuclidianDistance,f_score,0.8939828080229226
input_data/geometric_graphs/graph_sample_21,geometric_graphs,spring,None,time,0.1341776847839355
input_data/geometric_graphs/graph_sample_21,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.8658571428571429
input_data/geometric_graphs/graph_sample_6,geometric_graphs,spring,EuclidianDistance,f_score,0.903061224489796
input_data/geometric_graphs/graph_sample_6,geometric_graphs,spring,None,time,0.127432107925415
input_data/geometric_graphs/graph_sample_6,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9045432458697764
input_data/geometric_graphs/graph_sample_3,geometric_graphs,spring,EuclidianDistance,f_score,0.9333333333333336
input_data/geometric_graphs/graph_sample_3,geometric_graphs,spring,None,time,0.1425795555114746
input_data/geometric_graphs/graph_sample_3,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9472619047619047
input_data/geometric_graphs/graph_sample_34,geometric_graphs,spring,EuclidianDistance,f_score,0.9116945107398567
input_data/geometric_graphs/graph_sample_34,geometric_graphs,spring,None,time,0.1131932735443115
input_data/geometric_graphs/graph_sample_34,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9603968253968256
input_data/geometric_graphs/graph_sample_27,geometric_graphs,spring,EuclidianDistance,f_score,0.8438228438228439
input_data/geometric_graphs/graph_sample_27,geometric_graphs,spring,None,time,0.1350057125091552
input_data/geometric_graphs/graph_sample_27,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9070476190476192
input_data/geometric_graphs/graph_sample_32,geometric_graphs,spring,EuclidianDistance,f_score,0.888283378746594
input_data/geometric_graphs/graph_sample_32,geometric_graphs,spring,None,time,0.1288821697235107
input_data/geometric_graphs/graph_sample_32,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.8794761904761904
input_data/geometric_graphs/graph_sample_18,geometric_graphs,spring,EuclidianDistance,f_score,0.8958333333333333
input_data/geometric_graphs/graph_sample_18,geometric_graphs,spring,None,time,0.1519455909729004
input_data/geometric_graphs/graph_sample_18,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.8992857142857144
input_data/geometric_graphs/graph_sample_42,geometric_graphs,spring,EuclidianDistance,f_score,0.893719806763285
input_data/geometric_graphs/graph_sample_42,geometric_graphs,spring,None,time,0.1338121891021728
input_data/geometric_graphs/graph_sample_42,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9250476190476192
input_data/geometric_graphs/graph_sample_41,geometric_graphs,spring,EuclidianDistance,f_score,0.8540540540540541
input_data/geometric_graphs/graph_sample_41,geometric_graphs,spring,None,time,0.1231155395507812
input_data/geometric_graphs/graph_sample_41,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.8452137998056366
input_data/geometric_graphs/graph_sample_28,geometric_graphs,spring,EuclidianDistance,f_score,0.9137055837563453
input_data/geometric_graphs/graph_sample_28,geometric_graphs,spring,None,time,0.1323878765106201
input_data/geometric_graphs/graph_sample_28,geometric_graphs,spring,EuclidianDistance,pk_ratio,0.9536443148688046
input_data/geometric_graphs/graph_sample_2,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4276169265033407
input_data/geometric_graphs/graph_sample_2,geometric_graphs,struc2vec,None,time,2.683455228805542
input_data/geometric_graphs/graph_sample_2,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4756031746031746
input_data/geometric_graphs/graph_sample_15,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4508670520231214
input_data/geometric_graphs/graph_sample_15,geometric_graphs,struc2vec,None,time,4.276256084442139
input_data/geometric_graphs/graph_sample_15,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.436
input_data/geometric_graphs/graph_sample_49,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5401459854014599
input_data/geometric_graphs/graph_sample_49,geometric_graphs,struc2vec,None,time,2.730788469314575
input_data/geometric_graphs/graph_sample_49,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4364206349206349
input_data/geometric_graphs/graph_sample_36,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.3234714003944773
input_data/geometric_graphs/graph_sample_36,geometric_graphs,struc2vec,None,time,4.344396114349365
input_data/geometric_graphs/graph_sample_36,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.333595238095238
input_data/geometric_graphs/graph_sample_4,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4697674418604651
input_data/geometric_graphs/graph_sample_4,geometric_graphs,struc2vec,None,time,4.126847267150879
input_data/geometric_graphs/graph_sample_4,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4581666666666667
input_data/geometric_graphs/graph_sample_1,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5514018691588785
input_data/geometric_graphs/graph_sample_1,geometric_graphs,struc2vec,None,time,4.099638938903809
input_data/geometric_graphs/graph_sample_1,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.501468253968254
input_data/geometric_graphs/graph_sample_19,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.490566037735849
input_data/geometric_graphs/graph_sample_19,geometric_graphs,struc2vec,None,time,4.014780044555664
input_data/geometric_graphs/graph_sample_19,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4813571428571429
input_data/geometric_graphs/graph_sample_35,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.3380281690140845
input_data/geometric_graphs/graph_sample_35,geometric_graphs,struc2vec,None,time,4.168265342712402
input_data/geometric_graphs/graph_sample_35,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3435714285714285
input_data/geometric_graphs/graph_sample_38,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4147157190635451
input_data/geometric_graphs/graph_sample_38,geometric_graphs,struc2vec,None,time,2.6592276096343994
input_data/geometric_graphs/graph_sample_38,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4699047619047619
input_data/geometric_graphs/graph_sample_43,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.360655737704918
input_data/geometric_graphs/graph_sample_43,geometric_graphs,struc2vec,None,time,2.70613694190979
input_data/geometric_graphs/graph_sample_43,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3546190476190476
input_data/geometric_graphs/graph_sample_29,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.565934065934066
input_data/geometric_graphs/graph_sample_29,geometric_graphs,struc2vec,None,time,2.730543375015259
input_data/geometric_graphs/graph_sample_29,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.511734693877551
input_data/geometric_graphs/graph_sample_16,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4060150375939849
input_data/geometric_graphs/graph_sample_16,geometric_graphs,struc2vec,None,time,2.7321460247039795
input_data/geometric_graphs/graph_sample_16,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4240714285714286
input_data/geometric_graphs/graph_sample_5,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5256124721603563
input_data/geometric_graphs/graph_sample_5,geometric_graphs,struc2vec,None,time,2.732556104660034
input_data/geometric_graphs/graph_sample_5,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.5037414965986394
input_data/geometric_graphs/graph_sample_11,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.2777777777777777
input_data/geometric_graphs/graph_sample_11,geometric_graphs,struc2vec,None,time,3.930810451507568
input_data/geometric_graphs/graph_sample_11,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.2728571428571428
input_data/geometric_graphs/graph_sample_20,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5549132947976878
input_data/geometric_graphs/graph_sample_20,geometric_graphs,struc2vec,None,time,4.22916316986084
input_data/geometric_graphs/graph_sample_20,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.5876428571428571
input_data/geometric_graphs/graph_sample_33,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.3964285714285714
input_data/geometric_graphs/graph_sample_33,geometric_graphs,struc2vec,None,time,4.472728490829468
input_data/geometric_graphs/graph_sample_33,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3754761904761904
input_data/geometric_graphs/graph_sample_12,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4904632152588555
input_data/geometric_graphs/graph_sample_12,geometric_graphs,struc2vec,None,time,2.8725476264953613
input_data/geometric_graphs/graph_sample_12,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.5307063492063492
input_data/geometric_graphs/graph_sample_14,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.453781512605042
input_data/geometric_graphs/graph_sample_14,geometric_graphs,struc2vec,None,time,4.146167278289795
input_data/geometric_graphs/graph_sample_14,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3918571428571428
input_data/geometric_graphs/graph_sample_48,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4718614718614718
input_data/geometric_graphs/graph_sample_48,geometric_graphs,struc2vec,None,time,4.204570770263672
input_data/geometric_graphs/graph_sample_48,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4671428571428571
input_data/geometric_graphs/graph_sample_37,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4943820224719101
input_data/geometric_graphs/graph_sample_37,geometric_graphs,struc2vec,None,time,4.190406799316406
input_data/geometric_graphs/graph_sample_37,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4771379980563653
input_data/geometric_graphs/graph_sample_47,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.3260869565217391
input_data/geometric_graphs/graph_sample_47,geometric_graphs,struc2vec,None,time,3.963201522827149
input_data/geometric_graphs/graph_sample_47,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.350047619047619
input_data/geometric_graphs/graph_sample_7,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5300546448087432
input_data/geometric_graphs/graph_sample_7,geometric_graphs,struc2vec,None,time,2.6889028549194336
input_data/geometric_graphs/graph_sample_7,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.540952380952381
input_data/geometric_graphs/graph_sample_8,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4708520179372197
input_data/geometric_graphs/graph_sample_8,geometric_graphs,struc2vec,None,time,2.721508502960205
input_data/geometric_graphs/graph_sample_8,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4325238095238095
input_data/geometric_graphs/graph_sample_0,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5507246376811595
input_data/geometric_graphs/graph_sample_0,geometric_graphs,struc2vec,None,time,2.7118730545043945
input_data/geometric_graphs/graph_sample_0,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4768571428571428
input_data/geometric_graphs/graph_sample_9,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4714828897338403
input_data/geometric_graphs/graph_sample_9,geometric_graphs,struc2vec,None,time,4.33772349357605
input_data/geometric_graphs/graph_sample_9,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.407
input_data/geometric_graphs/graph_sample_46,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5161290322580645
input_data/geometric_graphs/graph_sample_46,geometric_graphs,struc2vec,None,time,2.834632635116577
input_data/geometric_graphs/graph_sample_46,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4684206349206349
input_data/geometric_graphs/graph_sample_22,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4354838709677419
input_data/geometric_graphs/graph_sample_22,geometric_graphs,struc2vec,None,time,2.7258615493774414
input_data/geometric_graphs/graph_sample_22,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.412
input_data/geometric_graphs/graph_sample_26,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4879356568364612
input_data/geometric_graphs/graph_sample_26,geometric_graphs,struc2vec,None,time,4.186773777008057
input_data/geometric_graphs/graph_sample_26,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.515095238095238
input_data/geometric_graphs/graph_sample_31,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4705882352941177
input_data/geometric_graphs/graph_sample_31,geometric_graphs,struc2vec,None,time,2.677825689315796
input_data/geometric_graphs/graph_sample_31,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4519761904761905
input_data/geometric_graphs/graph_sample_17,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.360576923076923
input_data/geometric_graphs/graph_sample_17,geometric_graphs,struc2vec,None,time,3.8631887435913086
input_data/geometric_graphs/graph_sample_17,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3818333333333333
input_data/geometric_graphs/graph_sample_44,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.3854166666666666
input_data/geometric_graphs/graph_sample_44,geometric_graphs,struc2vec,None,time,2.755099058151245
input_data/geometric_graphs/graph_sample_44,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3775
input_data/geometric_graphs/graph_sample_13,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4892086330935252
input_data/geometric_graphs/graph_sample_13,geometric_graphs,struc2vec,None,time,2.713799476623535
input_data/geometric_graphs/graph_sample_13,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4537063492063492
input_data/geometric_graphs/graph_sample_10,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4711316397228637
input_data/geometric_graphs/graph_sample_10,geometric_graphs,struc2vec,None,time,3.866501569747925
input_data/geometric_graphs/graph_sample_10,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4598095238095238
input_data/geometric_graphs/graph_sample_40,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4872727272727273
input_data/geometric_graphs/graph_sample_40,geometric_graphs,struc2vec,None,time,3.9518542289733887
input_data/geometric_graphs/graph_sample_40,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4285238095238095
input_data/geometric_graphs/graph_sample_45,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4082474226804123
input_data/geometric_graphs/graph_sample_45,geometric_graphs,struc2vec,None,time,3.77018928527832
input_data/geometric_graphs/graph_sample_45,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4023571428571428
input_data/geometric_graphs/graph_sample_39,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4056603773584905
input_data/geometric_graphs/graph_sample_39,geometric_graphs,struc2vec,None,time,3.824884653091431
input_data/geometric_graphs/graph_sample_39,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3799444444444445
input_data/geometric_graphs/graph_sample_25,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.433392539964476
input_data/geometric_graphs/graph_sample_25,geometric_graphs,struc2vec,None,time,2.796541213989258
input_data/geometric_graphs/graph_sample_25,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.411015873015873
input_data/geometric_graphs/graph_sample_23,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5628997867803838
input_data/geometric_graphs/graph_sample_23,geometric_graphs,struc2vec,None,time,2.6477372646331787
input_data/geometric_graphs/graph_sample_23,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.564936507936508
input_data/geometric_graphs/graph_sample_24,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.6381909547738693
input_data/geometric_graphs/graph_sample_24,geometric_graphs,struc2vec,None,time,2.815926074981689
input_data/geometric_graphs/graph_sample_24,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.5957460317460318
input_data/geometric_graphs/graph_sample_30,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.5086419753086419
input_data/geometric_graphs/graph_sample_30,geometric_graphs,struc2vec,None,time,4.106906414031982
input_data/geometric_graphs/graph_sample_30,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4709047619047619
input_data/geometric_graphs/graph_sample_21,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.548611111111111
input_data/geometric_graphs/graph_sample_21,geometric_graphs,struc2vec,None,time,4.038828611373901
input_data/geometric_graphs/graph_sample_21,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.5307619047619048
input_data/geometric_graphs/graph_sample_6,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.573134328358209
input_data/geometric_graphs/graph_sample_6,geometric_graphs,struc2vec,None,time,4.073928356170654
input_data/geometric_graphs/graph_sample_6,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.6353012633624878
input_data/geometric_graphs/graph_sample_3,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.3783783783783783
input_data/geometric_graphs/graph_sample_3,geometric_graphs,struc2vec,None,time,4.365802049636841
input_data/geometric_graphs/graph_sample_3,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3736190476190476
input_data/geometric_graphs/graph_sample_34,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4970178926441351
input_data/geometric_graphs/graph_sample_34,geometric_graphs,struc2vec,None,time,4.214705467224121
input_data/geometric_graphs/graph_sample_34,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4763650793650793
input_data/geometric_graphs/graph_sample_27,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.6139954853273137
input_data/geometric_graphs/graph_sample_27,geometric_graphs,struc2vec,None,time,4.228288888931274
input_data/geometric_graphs/graph_sample_27,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.607952380952381
input_data/geometric_graphs/graph_sample_32,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4919786096256684
input_data/geometric_graphs/graph_sample_32,geometric_graphs,struc2vec,None,time,4.195166110992432
input_data/geometric_graphs/graph_sample_32,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.491
input_data/geometric_graphs/graph_sample_18,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.3779193205944798
input_data/geometric_graphs/graph_sample_18,geometric_graphs,struc2vec,None,time,2.7967724800109863
input_data/geometric_graphs/graph_sample_18,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.3341904761904761
input_data/geometric_graphs/graph_sample_42,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.3925233644859813
input_data/geometric_graphs/graph_sample_42,geometric_graphs,struc2vec,None,time,4.403782844543457
input_data/geometric_graphs/graph_sample_42,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4069285714285714
input_data/geometric_graphs/graph_sample_41,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4777777777777778
input_data/geometric_graphs/graph_sample_41,geometric_graphs,struc2vec,None,time,4.041583061218262
input_data/geometric_graphs/graph_sample_41,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4993197278911564
input_data/geometric_graphs/graph_sample_28,geometric_graphs,struc2vec,EuclidianDistance,f_score,0.4132231404958677
input_data/geometric_graphs/graph_sample_28,geometric_graphs,struc2vec,None,time,4.044198274612427
input_data/geometric_graphs/graph_sample_28,geometric_graphs,struc2vec,EuclidianDistance,pk_ratio,0.4179543245869776
input_data/geometric_graphs/graph_sample_2,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4419642857142857
input_data/geometric_graphs/graph_sample_2,geometric_graphs,node2vec -e 10,None,time,3.038728713989258
input_data/geometric_graphs/graph_sample_2,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4534444444444444
input_data/geometric_graphs/graph_sample_15,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4493927125506073
input_data/geometric_graphs/graph_sample_15,geometric_graphs,node2vec -e 10,None,time,3.289524793624878
input_data/geometric_graphs/graph_sample_15,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4672380952380952
input_data/geometric_graphs/graph_sample_49,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.527972027972028
input_data/geometric_graphs/graph_sample_49,geometric_graphs,node2vec -e 10,None,time,3.309150457382202
input_data/geometric_graphs/graph_sample_49,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.5278174603174604
input_data/geometric_graphs/graph_sample_36,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4311688311688312
input_data/geometric_graphs/graph_sample_36,geometric_graphs,node2vec -e 10,None,time,3.2862002849578857
input_data/geometric_graphs/graph_sample_36,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4641904761904761
input_data/geometric_graphs/graph_sample_4,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4444444444444445
input_data/geometric_graphs/graph_sample_4,geometric_graphs,node2vec -e 10,None,time,3.283989906311035
input_data/geometric_graphs/graph_sample_4,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.510095238095238
input_data/geometric_graphs/graph_sample_1,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4720812182741116
input_data/geometric_graphs/graph_sample_1,geometric_graphs,node2vec -e 10,None,time,3.2365944385528564
input_data/geometric_graphs/graph_sample_1,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.5077539682539682
input_data/geometric_graphs/graph_sample_19,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.502262443438914
input_data/geometric_graphs/graph_sample_19,geometric_graphs,node2vec -e 10,None,time,3.014037847518921
input_data/geometric_graphs/graph_sample_19,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4647142857142857
input_data/geometric_graphs/graph_sample_35,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.5382436260623229
input_data/geometric_graphs/graph_sample_35,geometric_graphs,node2vec -e 10,None,time,3.294961214065552
input_data/geometric_graphs/graph_sample_35,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.5886666666666667
input_data/geometric_graphs/graph_sample_38,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.5133689839572193
input_data/geometric_graphs/graph_sample_38,geometric_graphs,node2vec -e 10,None,time,3.2427098751068115
input_data/geometric_graphs/graph_sample_38,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.574
input_data/geometric_graphs/graph_sample_43,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4767441860465116
input_data/geometric_graphs/graph_sample_43,geometric_graphs,node2vec -e 10,None,time,2.9520325660705566
input_data/geometric_graphs/graph_sample_43,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4665714285714286
input_data/geometric_graphs/graph_sample_29,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.5111111111111111
input_data/geometric_graphs/graph_sample_29,geometric_graphs,node2vec -e 10,None,time,3.183893918991089
input_data/geometric_graphs/graph_sample_29,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.464763524457402
input_data/geometric_graphs/graph_sample_16,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4665226781857451
input_data/geometric_graphs/graph_sample_16,geometric_graphs,node2vec -e 10,None,time,3.1160285472869877
input_data/geometric_graphs/graph_sample_16,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4404047619047619
input_data/geometric_graphs/graph_sample_5,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.5069124423963134
input_data/geometric_graphs/graph_sample_5,geometric_graphs,node2vec -e 10,None,time,3.0555758476257324
input_data/geometric_graphs/graph_sample_5,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4926627793974732
input_data/geometric_graphs/graph_sample_11,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4519774011299434
input_data/geometric_graphs/graph_sample_11,geometric_graphs,node2vec -e 10,None,time,3.417967796325684
input_data/geometric_graphs/graph_sample_11,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.489047619047619
input_data/geometric_graphs/graph_sample_20,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.444015444015444
input_data/geometric_graphs/graph_sample_20,geometric_graphs,node2vec -e 10,None,time,3.0809714794158936
input_data/geometric_graphs/graph_sample_20,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4725714285714286
input_data/geometric_graphs/graph_sample_33,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4312499999999999
input_data/geometric_graphs/graph_sample_33,geometric_graphs,node2vec -e 10,None,time,3.2200491428375244
input_data/geometric_graphs/graph_sample_33,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.456
input_data/geometric_graphs/graph_sample_12,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4984709480122324
input_data/geometric_graphs/graph_sample_12,geometric_graphs,node2vec -e 10,None,time,3.0873353481292725
input_data/geometric_graphs/graph_sample_12,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4612539682539682
input_data/geometric_graphs/graph_sample_14,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.5144927536231885
input_data/geometric_graphs/graph_sample_14,geometric_graphs,node2vec -e 10,None,time,3.115835905075073
input_data/geometric_graphs/graph_sample_14,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.5381904761904761
input_data/geometric_graphs/graph_sample_48,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.5224719101123596
input_data/geometric_graphs/graph_sample_48,geometric_graphs,node2vec -e 10,None,time,3.3753182888031006
input_data/geometric_graphs/graph_sample_48,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.5127857142857143
input_data/geometric_graphs/graph_sample_37,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4052863436123348
input_data/geometric_graphs/graph_sample_37,geometric_graphs,node2vec -e 10,None,time,3.1598589420318604
input_data/geometric_graphs/graph_sample_37,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4103174603174603
input_data/geometric_graphs/graph_sample_47,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4128686327077748
input_data/geometric_graphs/graph_sample_47,geometric_graphs,node2vec -e 10,None,time,2.958990335464477
input_data/geometric_graphs/graph_sample_47,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4321904761904761
input_data/geometric_graphs/graph_sample_7,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4471744471744471
input_data/geometric_graphs/graph_sample_7,geometric_graphs,node2vec -e 10,None,time,2.9961462020874023
input_data/geometric_graphs/graph_sample_7,geometric_graphs,node2vec -e 10,EuclidianDistance,pk_ratio,0.4449285714285714
input_data/geometric_graphs/graph_sample_8,geometric_graphs,node2vec -e 10,EuclidianDistance,f_score,0.4173553719008264
input_data/geometric_graphs/graph_sample_8,geometric_graphs,node2vec -e 10,None,time,3.141411066055298
