edgelist,group,embedder,similarity_metric,type,value
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_49,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1592285633087158
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_49,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6620346457000919
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_36,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7203848466626578
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_36,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1474790573120117
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_36,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6503233064079745
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_4,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7465488680287135
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_4,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1623251438140869
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_4,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6561480477654391
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_1,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7236467236467237
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_1,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1349358558654785
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_1,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6285683709205448
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_19,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7303303303303303
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_19,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1206147670745849
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_19,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6501931619105532
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_35,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7328519855595669
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_35,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1848959922790527
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_35,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6705733231341927
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_38,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.750301568154403
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_38,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1571800708770752
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_38,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6637804956718
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.735408560311284
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1126210689544677
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.689247900459571
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7294685990338164
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1870694160461425
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6704418221747741
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7242482405630198
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.161184549331665
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6476976166472734
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_5,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7152941176470587
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_5,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.131598949432373
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_5,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6372089932188331
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_11,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7296983758700696
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_11,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1316809654235839
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_11,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6366687483209222
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_20,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.733015494636472
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_20,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1558797359466552
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_20,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6669740428145462
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_33,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7507507507507508
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_33,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1069722175598144
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_33,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6780150873281308
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_12,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7191568505889647
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_12,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1964073181152343
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_12,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6305059993236598
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_14,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7420289855072465
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_14,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1723041534423828
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_14,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6666409432841927
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_48,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7198602213162492
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_48,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1813700199127197
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_48,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6556677718924858
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_37,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7330917874396135
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_37,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1334166526794433
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_37,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6484182521182521
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_47,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7378524295140971
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_47,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1317076683044433
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_47,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.626493194888847
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_7,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7474626865671643
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_7,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1201105117797851
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_7,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6745126064375492
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_8,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7330917874396135
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_8,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1985447406768798
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_8,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6518756159087967
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_0,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.721734036321031
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_0,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1450207233428955
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_0,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6311432466846655
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_9,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7216954824316788
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_9,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1401684284210205
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_9,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6214196865089313
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_46,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.732360097323601
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_46,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1638219356536865
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_46,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6386181775424338
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_22,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7345942647956071
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_22,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.120490550994873
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_22,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6644979006500746
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_26,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7397590361445783
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_26,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1480762958526611
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_26,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6633436124262211
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_31,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7659090909090909
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_31,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1673653125762939
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_31,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6775510259466782
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_17,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7314702308626975
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_17,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1730067729949951
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_17,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6484640310871432
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_44,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7407862407862409
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_44,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1736676692962646
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_44,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6639044518325983
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_13,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7371601208459214
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_13,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1348979473114013
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_13,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6771409825279391
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_10,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7288557213930349
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_10,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1581602096557617
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_10,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6500921419541557
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_40,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7287705956907479
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_40,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1397585868835449
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_40,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6434408537813572
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_45,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7377938517179023
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_45,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1234538555145263
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_45,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6575843724924961
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_39,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7452118398142774
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_39,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1781115531921386
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_39,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6694915617393878
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_25,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7189460476787953
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_25,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1361083984375
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_25,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6449510329338031
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_23,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7531531531531531
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_23,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1682934761047363
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_23,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6681999665580228
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_24,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7492519449431478
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_24,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1920678615570068
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_24,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6720569535189537
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_30,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.740488358886996
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_30,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1633248329162597
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_30,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6858110155544938
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_21,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.753762793497893
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_21,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.124277114868164
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_21,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6677126954886546
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_6,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7182741116751269
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_6,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1502203941345214
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_6,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6506458812735701
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_3,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7359050445103859
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_3,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1159994602203369
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_3,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6577026231925545
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_34,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7464285714285713
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_34,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1634495258331298
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_34,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.668128401287669
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_27,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7425802543912781
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_27,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1682636737823486
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_27,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6665421418313866
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_32,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.737315350032113
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_32,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1734535694122314
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_32,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6718698543002891
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_18,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7467911318553092
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_18,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1247439384460449
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_18,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6709877648921128
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_42,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7398975526465565
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_42,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1912076473236084
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_42,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6662586679021462
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_41,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.72398753894081
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_41,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1667752265930175
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_41,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6344907136341918
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_28,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,f_score,0.7282809611829945
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_28,irreg_block_graphs_0.75g_0.25ng,spring,None,time,0.1441504955291748
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_28,irreg_block_graphs_0.75g_0.25ng,spring,EuclidianDistance,pk_ratio,0.6633498311672225
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_2,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.7117927022739292
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_2,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,4.653850555419922
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_2,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5769999992295187
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_15,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6916087653661145
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_15,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,3.9023478031158447
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_15,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5478486426616861
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_49,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6976993044408776
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_49,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,4.6772849559783936
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_49,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5480079635763846
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_36,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6976
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_36,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,4.38953423500061
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_36,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5527643558746533
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_4,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.7224255096706743
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_4,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,3.8520801067352295
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_4,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5647200205591509
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_1,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.7010638297872339
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_1,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,4.413398027420044
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_1,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5451670015974364
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_19,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6934189406099518
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_19,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,4.562155723571777
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_19,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5361474583387627
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_35,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6989877464038359
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_35,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,4.501612424850464
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_35,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5522021040151475
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_38,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.7102902374670185
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_38,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,3.88832688331604
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_38,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5488870485392224
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6792452830188679
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,4.254684209823608
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.4894137798890659
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6909480449919657
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,3.834086418151856
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5221781834488928
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6849168008588299
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,struc2vec,None,time,4.67866849899292
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,pk_ratio,0.5099175228280491
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_5,irreg_block_graphs_0.75g_0.25ng,struc2vec,EuclidianDistance,f_score,0.6926777124532335
